TransactionID,pipeline,fraud_prob,prediction,e2e_latency_ms,score_latency_ms,batch_score_ms,batch_latency_s
B0#3663590,B0,0.060568,legit,,0.388,,6.7286
A2#3664226,A2,0.039449,legit,62.208,,0.434,
A2#3664290,A2,0.274435,legit,38.865,,0.409,
enrichment_on#3663622,A2,0.186999,legit,3602.039,,0.85,
B0#3664126,B0,0.016179,legit,,0.369,,82.0973
B0#3664127,B0,0.036841,legit,,0.39,,82.2055
B0#3664217,B0,0.002879,legit,,0.473,,94.3697
A1#3663559,A1,0.075233,legit,7526.099,2.069,,
A2#3664076,A2,0.093786,legit,39.617,,0.38,
3663596,A2,0.026345,legit,4616.976,,0.794,
A1#3664502,A1,0.063812,legit,14.208,0.382,,
A1#3664123,A1,0.176561,legit,16.475,0.402,,
B0#3663699,B0,0.153028,legit,,0.377,,20.3193
A1#3663939,A1,0.103354,legit,14.068,0.388,,
B0#3664083,B0,0.017317,legit,,0.408,,76.455
B0#3664057,B0,0.29449,legit,,0.383,,72.8692
A1#3663802,A1,0.051939,legit,12.256,0.392,,
B0#3664404,B0,0.037112,legit,,0.388,,124.8847
A1#3664186,A1,0.032837,legit,14.67,0.42,,
B0#3663926,B0,0.050384,legit,,0.369,,52.8312
B0#3664433,B0,0.015821,legit,,0.39,,128.4886
A2#3664154,A2,0.091194,legit,53.51,,6.667,
enrichment_off#3663573,A2,0.340256,legit,7581.532,,0.835,
A2#3663854,A2,0.13903,legit,37.523,,0.401,
B0#3663677,B0,0.01037,legit,,0.404,,17.8427
enrichment_off#3663730,A2,0.010944,legit,38.219,,0.66,
A2#3663958,A2,0.195596,legit,44.676,,0.401,
enrichment_on#3663664,A2,0.203082,legit,327.039,,0.85,
B0#3664548,B0,0.137252,legit,,0.4,,146.4444
A1#3664008,A1,0.183062,legit,12.308,0.384,,
B0#3664406,B0,0.01534,legit,,0.392,,125.081
B0#3664398,B0,0.121332,legit,,0.38,,124.1639
B0#3664329,B0,0.228704,legit,,0.387,,113.43
A2#3663793,A2,0.91733,fraud,106.474,,0.429,
enrichment_off#3663659,A2,0.009064,legit,636.277,,0.804,
A1#3663746,A1,0.11028,legit,12.767,0.403,,
A1#3664007,A1,0.001539,legit,15.938,0.436,,
B0#3663829,B0,0.034529,legit,,0.384,,38.5939
A2#3664082,A2,0.008203,legit,43.167,,0.414,
A2#3664274,A2,0.090137,legit,36.87,,0.435,
A1#3664433,A1,0.015821,legit,19.424,0.388,,
A2#3663873,A2,0.073633,legit,37.859,,0.403,
A1#3663686,A1,0.018419,legit,52.56,0.392,,
A1#3664288,A1,0.213489,legit,13.749,0.383,,
B0#3664377,B0,0.098133,legit,,0.368,,121.419
A2#3664532,A2,0.180324,legit,42.399,,0.414,
A1#3664382,A1,0.255803,legit,49.723,0.409,,
A1#3663584,A1,0.022208,legit,2091.857,0.441,,
B0#3663889,B0,0.231255,legit,,0.391,,46.9032
A1#3664125,A1,0.179785,legit,15.157,0.376,,
A2#3664351,A2,0.024715,legit,38.754,,0.409,
A1#3664354,A1,0.021471,legit,15.561,0.422,,
B0#3664094,B0,0.079615,legit,,0.374,,78.0638
A1#3664061,A1,0.032186,legit,16.303,0.382,,
A2#3663669,A2,0.167678,legit,43.873,,0.415,
B0#3664414,B0,0.048691,legit,,0.365,,126.1362
enrichment_off#3663588,A2,0.007642,legit,5122.593,,0.78,
3663686,A2,0.018419,legit,40.602,,0.592,
A1#3663792,A1,0.041881,legit,14.323,0.422,,
A1#3664253,A1,0.020131,legit,12.743,0.431,,
A1#3663878,A1,0.01382,legit,27.211,0.405,,
A2#3664404,A2,0.037112,legit,48.242,,3.555,
B0#3664328,B0,0.155809,legit,,3.334,,113.1722
A1#3664425,A1,0.022249,legit,53.419,0.372,,
A1#3663709,A1,0.113103,legit,14.05,0.398,,
A1#3664289,A1,0.022767,legit,13.925,0.436,,
enrichment_on#3663677,A2,0.023872,legit,69.823,,19.434,
B0#3663644,B0,0.06941,legit,,0.368,,13.7227
3663626,A2,0.333734,legit,2842.292,,0.867,
enrichment_off#3663596,A2,0.026345,legit,5857.193,,0.807,
enrichment_off#3663665,A2,0.050231,legit,315.357,,0.688,
B0#3663572,B0,0.082263,legit,,0.408,,3.8725
B0#3663943,B0,0.02691,legit,,0.366,,55.6628
B0#3664026,B0,0.124155,legit,,0.381,,69.0375
A1#3664374,A1,0.099134,legit,14.483,0.394,,
3663603,A2,0.034093,legit,4273.568,,4.436,
3663679,A2,0.05276,legit,39.099,,0.593,
B0#3664270,B0,0.061063,legit,,0.399,,102.4262
A2#3663647,A2,0.078597,legit,37.596,,0.393,
B0#3664480,B0,0.084609,legit,,0.391,,136.9764
A1#3664454,A1,0.696369,fraud,18.451,0.389,,
B0#3663894,B0,0.010468,legit,,0.379,,47.7233
A1#3664013,A1,0.127498,legit,13.253,0.404,,
A1#3663873,A1,0.073633,legit,14.676,0.456,,
A2#3664362,A2,0.155051,legit,39.994,,0.398,
A1#3663600,A1,0.035576,legit,11.32,0.421,,
B0#3664391,B0,0.070796,legit,,0.376,,123.2168
A2#3664484,A2,0.007331,legit,39.585,,0.417,
B0#3664279,B0,0.076444,legit,,0.363,,103.8336
3663649,A2,0.087156,legit,594.288,,0.712,
A1#3664270,A1,0.061063,legit,15.465,0.398,,
A2#3664383,A2,0.035784,legit,39.75,,0.414,
A2#3664172,A2,0.05872,legit,42.584,,3.558,
A2#3663912,A2,0.078395,legit,41.595,,0.421,
B0#3664239,B0,0.0077,legit,,0.402,,97.2857
A1#3664458,A1,0.03189,legit,13.301,0.453,,
B0#3664438,B0,0.021332,legit,,0.378,,129.1515
B0#3663752,B0,0.066787,legit,,0.418,,27.8038
A1#3663644,A1,0.06941,legit,12.154,0.424,,
A1#3663605,A1,0.116556,legit,68.999,0.401,,
enrichment_off#3663727,A2,0.06286,legit,35.858,,0.581,
A1#3664118,A1,0.027501,legit,19.839,0.382,,
B0#3664162,B0,0.09725,legit,,0.347,,86.4588
A1#3664513,A1,0.001286,legit,14.73,0.393,,
3663741,A2,0.077777,legit,38.977,,0.597,
A2#3664259,A2,0.37102,legit,56.95,,0.444,
A2#3663877,A2,0.147582,legit,39.526,,0.415,
B0#3663794,B0,0.07659,legit,,0.379,,33.922
A2#3664503,A2,0.274512,legit,38.074,,0.408,
A2#3664520,A2,0.067739,legit,59.023,,0.41,
A2#3664299,A2,0.010429,legit,47.543,,0.428,
A2#3664112,A2,0.022054,legit,48.874,,0.412,
A2#3664313,A2,0.108251,legit,42.319,,0.414,
enrichment_on#3663671,A2,0.052301,legit,365.256,,3.384,
A1#3664159,A1,0.003501,legit,20.569,0.398,,
A2#3664240,A2,0.03237,legit,38.888,,0.406,
A2#3663939,A2,0.103354,legit,40.234,,0.376,
A2#3664432,A2,0.0375,legit,39.726,,0.404,
A1#3664057,A1,0.29449,legit,14.954,0.384,,
3663618,A2,0.038733,legit,2916.821,,0.785,
A1#3663830,A1,0.092326,legit,20.782,0.372,,
enrichment_off#3663735,A2,0.194351,legit,38.404,,0.637,
A2#3664185,A2,0.151794,legit,53.114,,5.56,
3663645,A2,0.08076,legit,766.629,,0.772,
enrichment_off#3663576,A2,0.172074,legit,7013.518,,0.89,
A2#3664200,A2,0.111634,legit,38.793,,0.414,
B0#3664123,B0,0.176561,legit,,0.396,,81.7462
A2#3663964,A2,0.392689,legit,42.923,,5.041,
enrichment_on#3663558,A2,0.064006,legit,9772.864,,6.125,
A2#3664431,A2,0.13376,legit,54.882,,0.956,
A1#3663773,A1,0.842334,fraud,13.962,0.417,,
A1#3663885,A1,0.103525,legit,19.926,0.446,,
A1#3664272,A1,0.066457,legit,13.363,0.404,,
enrichment_on#3663570,A2,0.021825,legit,9363.569,,6.282,
B0#3664284,B0,0.051344,legit,,0.378,,104.5358
B0#3664082,B0,0.010991,legit,,0.378,,76.3564
A1#3663698,A1,0.072228,legit,12.742,0.403,,
A1#3664089,A1,0.01799,legit,15.404,0.407,,
A2#3664230,A2,0.060673,legit,39.115,,0.377,
enrichment_off#3663678,A2,0.042409,legit,39.674,,0.623,
A1#3664134,A1,0.108548,legit,14.865,0.434,,
A1#3664149,A1,0.130298,legit,16.095,0.405,,
enrichment_on#3663631,A2,0.026552,legit,2922.36,,5.664,
A1#3663920,A1,0.097837,legit,14.832,0.393,,
A2#3664292,A2,0.32394,legit,38.747,,0.392,
enrichment_off#3663608,A2,0.031858,legit,4688.518,,0.89,
A2#3663861,A2,0.026764,legit,44.227,,0.511,
A2#3664376,A2,0.028573,legit,56.704,,0.407,
B0#3663754,B0,0.055486,legit,,0.363,,28.1266
enrichment_on#3663555,A2,0.211343,legit,10000.864,,6.125,
3663700,A2,0.164476,legit,48.531,,11.991,
A2#3663576,A2,0.160826,legit,3325.17,,0.512,
A2#3664117,A2,0.055958,legit,45.089,,4.08,
B0#3664360,B0,0.061683,legit,,0.44,,118.8771
A2#3663572,A2,0.082263,legit,3005.742,,0.482,
B0#3663892,B0,0.162583,legit,,0.355,,47.4016
A1#3663550,A1,0.054846,legit,6810.546,3.186,,
A2#3664022,A2,0.016336,legit,89.18,,0.422,
B0#3664338,B0,0.095216,legit,,0.387,,115.0972
3663731,A2,0.062755,legit,40.507,,0.575,
A2#3664306,A2,0.213067,legit,41.282,,0.414,
A2#3663646,A2,0.088688,legit,52.435,,0.392,
B0#3663723,B0,0.276016,legit,,0.367,,23.3112
A2#3664177,A2,0.001074,legit,53.532,,0.42,
A1#3664124,A1,0.158062,legit,15.8,0.384,,
A2#3664463,A2,0.045649,legit,44.331,,5.393,
B0#3663826,B0,0.049497,legit,,0.403,,38.1332
B0#3663549,B0,0.051048,legit,,3.723,,0.3764
A2#3664125,A2,0.179785,legit,71.404,,6.695,
A1#3664498,A1,0.05347,legit,10.39,0.373,,
A2#3663713,A2,0.179037,legit,40.366,,0.387,
B0#3664180,B0,0.072599,legit,,0.382,,89.1082
B0#3663869,B0,0.087475,legit,,0.366,,43.7902
enrichment_on#3663695,A2,0.183586,legit,37.419,,0.643,
B0#3664161,B0,0.065073,legit,,0.359,,86.3573
B0#3664038,B0,0.148429,legit,,0.385,,70.4917
3663689,A2,0.069632,legit,37.26,,0.579,
A1#3663966,A1,0.14391,legit,21.837,0.391,,
A1#3664208,A1,0.176227,legit,13.923,0.377,,
B0#3663766,B0,0.080719,legit,,0.369,,30.1206
enrichment_off#3663615,A2,0.062768,legit,3872.406,,0.793,
A1#3664369,A1,0.041539,legit,17.551,0.741,,
3663628,A2,0.242758,legit,2696.292,,0.867,
B0#3664489,B0,0.046823,legit,,0.369,,138.2959
A1#3663673,A1,0.077635,legit,13.269,0.403,,
A2#3664480,A2,0.083226,legit,43.726,,2.026,
A1#3663864,A1,0.088111,legit,12.227,0.401,,
B0#3664081,B0,0.145333,legit,,0.372,,76.2093
enrichment_on#3663600,A2,0.035576,legit,4935.841,,0.704,
B0#3664032,B0,0.031424,legit,,0.396,,69.8127
B0#3663968,B0,0.17741,legit,,0.379,,59.4665
A1#3663850,A1,0.088824,legit,15.401,0.401,,
enrichment_off#3663594,A2,0.074558,legit,4687.593,,0.78,
enrichment_off#3663636,A2,0.158781,legit,2394.252,,0.802,
B0#3663716,B0,0.114628,legit,,0.352,,22.3748
A2#3664049,A2,0.028795,legit,45.457,,0.42,
A1#3664240,A1,0.03237,legit,15.159,0.402,,
B0#3664390,B0,0.343801,legit,,0.394,,123.087
A2#3664466,A2,0.046525,legit,46.153,,0.435,
A2#3663573,A2,0.340256,legit,3243.846,,0.501,
B0#3664381,B0,0.01641,legit,,0.378,,121.9499
B0#3664074,B0,0.007374,legit,,0.383,,75.1242
3663584,A2,0.022208,legit,8163.595,,9.282,
A2#3663735,A2,0.194351,legit,38.584,,0.403,
B0#3664101,B0,0.043492,legit,,0.368,,78.9649
A2#3664393,A2,0.111657,legit,57.625,,7.019,
A1#3664482,A1,0.073627,legit,13.082,0.425,,
A1#3664129,A1,0.180765,legit,18.069,0.388,,
A2#3664233,A2,0.039716,legit,39.322,,0.426,
A2#3664425,A2,0.022249,legit,44.449,,0.394,
3663593,A2,0.086402,legit,4887.237,,5.355,
A1#3664193,A1,0.156537,legit,11.976,0.415,,
B0#3664258,B0,0.017569,legit,,0.405,,100.1743
A1#3663904,A1,0.088731,legit,13.211,0.385,,
A1#3663848,A1,0.594737,fraud,13.064,0.407,,
A2#3664411,A2,0.259168,legit,38.073,,0.4,
B0#3663844,B0,0.056424,legit,,0.356,,40.5335
A2#3663578,A2,0.032129,legit,2039.846,,0.501,
A1#3663578,A1,0.032129,legit,3758.999,0.398,,
B0#3664221,B0,0.028917,legit,,0.371,,94.8758
enrichment_on#3663661,A2,0.325982,legit,1288.073,,0.775,
B0#3664415,B0,0.084391,legit,,0.365,,126.3472
A2#3664326,A2,0.015221,legit,42.123,,0.414,
enrichment_off#3663684,A2,0.121326,legit,37.636,,0.633,
B0#3663612,B0,0.015372,legit,,0.379,,9.6562
A2#3664526,A2,0.070793,legit,47.654,,0.396,
A2#3663922,A2,0.20328,legit,45.428,,0.406,
3663552,A2,0.027429,legit,7743.531,,5.168,
A2#3663600,A2,0.035576,legit,36.707,,0.385,
B0#3664472,B0,0.240045,legit,,0.399,,135.4675
A2#3664357,A2,0.191361,legit,47.172,,0.384,
enrichment_off#3663553,A2,0.030048,legit,7606.741,,7.781,
A1#3663928,A1,0.027256,legit,14.265,0.394,,
A2#3664236,A2,0.046147,legit,52.191,,0.427,
B0#3663912,B0,0.078395,legit,,0.377,,50.608
A1#3664441,A1,0.021954,legit,12.025,0.374,,
enrichment_on#3663650,A2,0.166514,legit,1935.107,,1.02,
B0#3663703,B0,0.037782,legit,,0.36,,20.7746
A1#3663713,A1,0.179037,legit,21.724,0.442,,
A1#3664469,A1,0.018644,legit,16.237,0.408,,
B0#3663617,B0,0.022592,legit,,0.37,,10.2967
A1#3663884,A1,0.097324,legit,13.301,0.4,,
A1#3664210,A1,0.088745,legit,22.056,0.384,,
A2#3663762,A2,0.014994,legit,55.946,,6.565,
B0#3663922,B0,0.206445,legit,,0.366,,52.1812
B0#3664010,B0,0.042828,legit,,0.374,,66.8573
B0#3664426,B0,0.22073,legit,,0.366,,127.6446
B0#3664050,B0,0.030022,legit,,0.377,,71.9711
B0#3664516,B0,0.103264,legit,,0.363,,142.3135
A2#3663806,A2,0.08613,legit,42.658,,0.402,
A2#3664073,A2,0.03271,legit,37.985,,0.384,
B0#3664257,B0,0.125549,legit,,0.359,,100.0213
enrichment_off#3663711,A2,0.041444,legit,39.543,,0.694,
A2#3664401,A2,0.062858,legit,41.765,,0.406,
B0#3664471,B0,0.087235,legit,,0.422,,135.2843
B0#3663986,B0,0.114604,legit,,0.451,,62.1364
enrichment_on#3663585,A2,0.098037,legit,6233.869,,2.567,
A1#3664535,A1,0.013643,legit,16.679,0.43,,
A1#3663911,A1,0.045502,legit,14.486,0.408,,
A2#3664322,A2,0.042996,legit,39.955,,0.433,
A1#3663801,A1,0.144884,legit,17.075,0.42,,
A1#3664371,A1,0.0346,legit,14.09,0.408,,
A2#3663632,A2,0.172971,legit,58.431,,0.416,
A2#3663901,A2,0.036914,legit,42.664,,0.396,
3663740,A2,0.225007,legit,36.263,,0.614,
B0#3664269,B0,0.160431,legit,,0.378,,102.2801
A1#3664246,A1,0.00462,legit,17.485,0.433,,
B0#3663744,B0,0.119846,legit,,0.363,,26.6267
A2#3664380,A2,0.003255,legit,40.792,,0.408,
A2#3664057,A2,0.29449,legit,40.833,,0.394,
3663675,A2,0.081393,legit,39.02,,0.555,
A2#3664311,A2,0.117284,legit,40.914,,0.418,
B0#3663909,B0,0.25298,legit,,0.373,,50.1614
B0#3663588,B0,0.007642,legit,,0.402,,6.3663
B0#3663624,B0,0.356065,legit,,0.391,,11.1019
enrichment_on#3663608,A2,0.031858,legit,5233.107,,1.02,
A2#3664266,A2,0.071953,legit,44.889,,0.42,
A1#3663601,A1,0.045685,legit,13.125,0.39,,
enrichment_off#3663658,A2,0.037883,legit,896.597,,0.822,
A2#3663549,A2,0.051048,legit,7834.67,,4.054,
A1#3664305,A1,0.023909,legit,14.249,0.382,,
enrichment_off#3663606,A2,0.025679,legit,5179.532,,0.835,
A2#3663634,A2,0.037101,legit,46.13,,3.877,
A1#3664072,A1,0.430393,legit,20.124,2.496,,
B0#3664212,B0,0.03086,legit,,0.409,,93.6504
A1#3664069,A1,0.046149,legit,12.815,0.376,,
3663577,A2,0.131649,legit,5971.862,,0.807,
A2#3663975,A2,0.071933,legit,45.644,,0.394,
A2#3663898,A2,0.15372,legit,39.832,,2.023,
A2#3664173,A2,0.020192,legit,42.628,,1.973,
B0#3663821,B0,0.834747,fraud,,0.354,,37.4636
3663690,A2,0.049545,legit,36.961,,0.655,
3663597,A2,0.056668,legit,4471.862,,0.807,
A1#3664187,A1,0.069741,legit,12.499,0.395,,
A2#3664530,A2,0.311371,legit,40.644,,2.029,
A2#3664382,A2,0.255803,legit,43.895,,2.016,
A1#3664373,A1,0.045482,legit,19.177,0.412,,
A1#3664376,A1,0.028573,legit,13.812,0.428,,
A1#3664087,A1,0.091565,legit,15.512,0.416,,
A2#3664282,A2,0.152459,legit,38.481,,0.414,
B0#3663851,B0,0.277829,legit,,0.388,,41.4283
A2#3663860,A2,0.128341,legit,40.582,,0.387,
A2#3664344,A2,0.062935,legit,43.868,,0.412,
3663730,A2,0.010944,legit,38.046,,0.653,
3663555,A2,0.211343,legit,7377.175,,0.656,
enrichment_off#3663706,A2,0.092391,legit,38.288,,0.644,
A2#3664004,A2,0.016705,legit,39.424,,0.416,
A2#3663804,A2,0.0346,legit,39.171,,0.375,
A2#3663995,A2,0.035733,legit,39.776,,0.415,
B0#3663935,B0,0.044943,legit,,0.395,,54.2619
B0#3663944,B0,0.154055,legit,,0.386,,55.7961
A2#3664332,A2,0.064616,legit,43.07,,0.439,
A2#3664097,A2,0.016726,legit,44.199,,0.415,
A1#3663677,A1,0.015284,legit,15.311,0.41,,
A1#3663783,A1,0.013481,legit,13.96,0.432,,
A1#3663570,A1,0.021825,legit,5699.454,0.411,,
A1#3664280,A1,0.022869,legit,13.256,0.403,,
A1#3663818,A1,0.180599,legit,14.519,0.408,,
enrichment_off#3663669,A2,0.138419,legit,39.891,,0.641,
B0#3663635,B0,0.047963,legit,,0.373,,12.5836
B0#3663972,B0,0.070463,legit,,0.37,,59.9634
3663695,A2,0.239361,legit,37.394,,0.559,
A2#3664064,A2,0.14001,legit,44.511,,0.373,
A1#3664157,A1,0.043899,legit,15.584,0.394,,
3663623,A2,0.086924,legit,2550.821,,0.785,
A1#3663853,A1,0.046545,legit,13.818,0.43,,
A1#3664177,A1,0.001074,legit,13.729,0.397,,
A2#3664243,A2,0.031642,legit,43.366,,0.407,
enrichment_on#3663576,A2,0.160826,legit,6930.869,,2.567,
3663658,A2,0.037883,legit,35.517,,0.651,
A1#3664241,A1,0.114612,legit,27.116,0.471,,
A2#3663794,A2,0.07659,legit,48.86,,0.428,
A2#3663780,A2,0.914079,fraud,46.071,,0.433,
B0#3663921,B0,0.450108,legit,,0.367,,52.0272
A1#3664248,A1,0.028927,legit,13.69,0.433,,
B0#3664043,B0,0.17225,legit,,0.357,,71.0434
A2#3664159,A2,0.003501,legit,44.586,,0.424,
enrichment_on#3663586,A2,0.15905,legit,8147.569,,6.282,
enrichment_off#3663626,A2,0.333734,legit,3487.252,,0.802,
A1#3664517,A1,0.001415,legit,14.998,0.389,,
A1#3664080,A1,0.049114,legit,13.489,0.402,,
A1#3664422,A1,0.138964,legit,17.608,0.412,,
B0#3664167,B0,0.147747,legit,,0.369,,87.1392
B0#3663681,B0,0.01944,legit,,0.363,,18.3154
enrichment_off#3663641,A2,0.140366,legit,2285.277,,0.804,
A1#3663837,A1,0.034844,legit,14.044,0.378,,
A1#3664219,A1,0.005701,legit,16.164,0.4,,
A2#3664038,A2,0.148429,legit,38.391,,0.432,
B0#3663774,B0,0.039275,legit,,0.382,,31.3218
A2#3664007,A2,0.001539,legit,47.803,,0.422,
A1#3664427,A1,0.071864,legit,14.203,0.38,,
B0#3664143,B0,0.08723,legit,,0.357,,84.0401
A2#3664511,A2,0.119748,legit,43.239,,0.411,
A2#3663827,A2,0.943992,fraud,48.592,,0.441,
B0#3664385,B0,0.024302,legit,,0.419,,122.3861
A1#3664548,A1,0.137252,legit,15.222,0.376,,
A1#3663700,A1,0.164476,legit,13.534,0.422,,
A2#3664472,A2,0.237537,legit,40.763,,0.412,
A2#3663727,A2,0.06286,legit,38.139,,0.411,
enrichment_off#3663733,A2,0.084864,legit,47.876,,0.61,
B0#3664383,B0,0.035784,legit,,0.39,,122.1552
A2#3664176,A2,0.016484,legit,46.051,,0.43,
B0#3663782,B0,0.187957,legit,,0.387,,32.5703
enrichment_off#3663589,A2,0.5108,fraud,6422.532,,0.835,
B0#3663578,B0,0.032129,legit,,0.445,,4.8304
B0#3664287,B0,0.219629,legit,,0.391,,104.952
B0#3664201,B0,0.028161,legit,,0.427,,92.1822
A1#3664461,A1,0.063498,legit,13.27,0.388,,
enrichment_off#3663668,A2,0.037599,legit,57.379,,0.757,
A2#3664443,A2,0.011271,legit,42.901,,0.425,
enrichment_off#3663581,A2,0.26611,legit,6594.335,,9.382,
A2#3663856,A2,0.03932,legit,58.844,,0.407,
enrichment_off#3663689,A2,0.063965,legit,43.098,,0.593,
A1#3663839,A1,0.009311,legit,13.108,0.405,,
3663639,A2,0.0247,legit,1407.292,,0.867,
enrichment_on#3663628,A2,0.242758,legit,3758.107,,1.02,
A2#3663601,A2,0.051561,legit,42.436,,0.428,
B0#3663618,B0,0.038733,legit,,0.363,,10.4247
enrichment_on#3663710,A2,0.059338,legit,43.384,,0.653,
A2#3664535,A2,0.013643,legit,51.851,,0.426,
A2#3664147,A2,0.128572,legit,47.951,,6.644,
A1#3664424,A1,0.228933,legit,18.485,0.397,,
3663687,A2,0.169044,legit,39.201,,0.56,
enrichment_off#3663738,A2,0.10101,legit,37.083,,0.653,
B0#3664245,B0,0.040559,legit,,0.372,,98.1414
enrichment_on#3663580,A2,0.177187,legit,8119.864,,6.125,
A1#3664388,A1,0.043928,legit,12.973,0.403,,
A2#3664184,A2,0.047759,legit,39.509,,0.422,
B0#3663820,B0,0.026941,legit,,0.357,,37.3329
B0#3664363,B0,0.029014,legit,,0.386,,119.3087
enrichment_on#3663621,A2,0.022382,legit,4271.107,,1.02,
A2#3664312,A2,0.212115,legit,47.018,,0.386,
B0#3664288,B0,0.213489,legit,,0.41,,105.1417
A2#3664341,A2,0.01399,legit,70.533,,0.404,
A2#3664476,A2,0.104878,legit,39.658,,0.384,
B0#3664459,B0,0.101276,legit,,0.389,,133.1367
A2#3664464,A2,0.097268,legit,61.484,,6.585,
A1#3663736,A1,0.153962,legit,15.133,0.403,,
A2#3664537,A2,0.014086,legit,44.39,,6.682,
3663636,A2,0.158781,legit,1427.567,,4.436,
A2#3664196,A2,0.028557,legit,37.8,,0.403,
A2#3664212,A2,0.03086,legit,38.811,,0.442,
B0#3663854,B0,0.123712,legit,,0.385,,41.8804
A2#3664338,A2,0.095216,legit,43.093,,0.454,
B0#3664029,B0,0.109498,legit,,0.374,,69.3966
A2#3664015,A2,0.113859,legit,40.936,,2.144,
3663613,A2,0.110818,legit,3532.568,,4.436,
A1#3664127,A1,0.036841,legit,13.863,0.42,,
A2#3663728,A2,0.019316,legit,38.464,,0.382,
enrichment_off#3663574,A2,0.047904,legit,6858.406,,0.793,
enrichment_off#3663633,A2,0.039047,legit,3116.502,,0.686,
A1#3664183,A1,0.0104,legit,14.039,0.436,,
A1#3664284,A1,0.051344,legit,13.784,0.396,,
A1#3663844,A1,0.056424,legit,22.981,0.378,,
B0#3664460,B0,0.003718,legit,,0.371,,133.314
enrichment_on#3663549,A2,0.051048,legit,7861.656,,6.229,
A1#3663968,A1,0.17741,legit,53.139,0.379,,
B0#3664506,B0,0.068524,legit,,0.366,,140.7328
3663673,A2,0.077635,legit,37.129,,0.603,
enrichment_off#3663675,A2,0.081393,legit,38.738,,0.613,
B0#3663822,B0,0.027353,legit,,0.379,,37.6036
enrichment_on#3663715,A2,0.094502,legit,43.874,,0.624,
A2#3663610,A2,0.159149,legit,38.893,,0.395,
B0#3663682,B0,0.146828,legit,,0.362,,18.4122
A1#3663653,A1,0.019125,legit,14.671,0.382,,
A1#3664077,A1,0.021917,legit,14.594,0.407,,
enrichment_off#3663662,A2,0.045121,legit,384.928,,0.651,
B0#3663755,B0,0.070512,legit,,0.383,,28.2607
B0#3663846,B0,0.122257,legit,,0.359,,40.8534
A2#3663586,A2,0.15905,legit,1273.429,,0.429,
A2#3663934,A2,0.062195,legit,55.264,,0.392,
B0#3663700,B0,0.164476,legit,,0.372,,20.436
A1#3663554,A1,0.075291,legit,6917.26,0.426,,
enrichment_on#3663685,A2,0.136604,legit,40.328,,0.598,
3663614,A2,0.311136,legit,3287.976,,0.794,
B0#3663928,B0,0.027256,legit,,0.406,,53.1103
A2#3664026,A2,0.124155,legit,40.078,,0.371,
B0#3664085,B0,0.0169,legit,,0.374,,76.6972
A1#3664200,A1,0.111634,legit,13.883,0.415,,
enrichment_off#3663697,A2,0.148929,legit,38.1,,0.609,
A1#3664410,A1,0.064023,legit,14.118,0.373,,
B0#3663867,B0,0.054539,legit,,0.382,,43.5328
A2#3663823,A2,0.03035,legit,49.588,,0.438,
A1#3663906,A1,0.168,legit,12.527,0.369,,
A2#3663989,A2,0.063111,legit,41.916,,0.407,
A1#3664203,A1,0.048816,legit,13.959,0.385,,
A2#3663857,A2,0.080593,legit,38.951,,0.395,
B0#3664021,B0,0.180452,legit,,0.405,,68.4009
A1#3663681,A1,0.01944,legit,14.271,0.381,,
A1#3663808,A1,0.086887,legit,13.792,0.379,,
A2#3663695,A2,0.183586,legit,46.465,,0.397,
A1#3664475,A1,0.138616,legit,14.282,0.406,,
A2#3663717,A2,0.074296,legit,39.981,,0.381,
A2#3663606,A2,0.025679,legit,38.854,,0.433,
A1#3663735,A1,0.194351,legit,16.879,0.39,,
A1#3664523,A1,0.191317,legit,11.901,0.428,,
B0#3664066,B0,0.018308,legit,,0.362,,74.0395
B0#3663895,B0,0.130959,legit,,0.386,,47.8806
3663739,A2,0.011242,legit,36.398,,0.608,
A2#3664013,A2,0.127498,legit,40.637,,0.403,
A2#3663683,A2,0.04127,legit,40.538,,0.409,
B0#3664115,B0,0.069556,legit,,0.419,,80.7323
A1#3664269,A1,0.160431,legit,13.383,0.399,,
A1#3664315,A1,0.311384,legit,13.983,0.448,,
A2#3663783,A2,0.013481,legit,39.498,,0.394,
A2#3663603,A2,0.034093,legit,39.544,,0.382,
enrichment_off#3663682,A2,0.146828,legit,37.167,,0.629,
A2#3664305,A2,0.023909,legit,39.707,,0.388,
A2#3664066,A2,0.018308,legit,39.92,,0.404,
B0#3664125,B0,0.179785,legit,,0.455,,81.9883
B0#3664503,B0,0.274512,legit,,0.389,,140.3729
B0#3663804,B0,0.0346,legit,,0.377,,35.2323
A1#3664263,A1,0.022208,legit,16.94,0.422,,
A2#3664481,A2,0.089011,legit,47.773,,0.419,
B0#3664408,B0,0.098263,legit,,0.483,,125.3442
enrichment_on#3663684,A2,0.121326,legit,38.581,,0.578,
A2#3663654,A2,0.041231,legit,49.227,,0.402,
enrichment_off#3663664,A2,0.203082,legit,412.379,,0.757,
3663625,A2,0.031625,legit,2476.976,,0.794,
3663745,A2,0.397639,legit,54.6,,13.238,
A2#3663928,A2,0.027256,legit,37.845,,0.404,
A1#3664341,A1,0.017756,legit,14.009,0.409,,
A1#3664232,A1,0.012375,legit,15.772,0.397,,
A1#3664137,A1,0.223866,legit,13.756,0.368,,
A2#3664440,A2,0.016892,legit,40.936,,0.402,
A1#3664247,A1,0.17578,legit,13.727,0.638,,
